col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
2764,8030,9673,3000,800,3710,5599,7859,3244,8091
2653,1296,6907,5164,7167,9981,855,9327,4081,8008
582,8081,2236,2290,5210,3060,3719,1506,2080,9101
4907,4221,3635,2683,6811,4680,2073,1212,6725,2184
8053,4346,7959,8110,5043,7941,774,2099,9755,2374
6911,352,9464,6747,5045,2591,6689,711,1611,1598
4613,2120,897,488,9649,9008,1447,8700,6749,6028
643,6993,2739,4043,5448,8717,4635,6387,7571,6622
8266,683,3562,8852,3703,3319,6277,3981,7444,6839
1269,5901,1831,506,7138,420,7980,3280,2809,1427
7777,2000,2300,4757,3690,8477,3918,7198,9395,4387
6836,732,3227,1663,2115,5779,469,2184,3292,6024
5112,8283,3814,4450,2378,1674,3148,1939,177,596
2580,145,8620,1339,9464,763,9194,936,5001,18
6542,4597,3840,446,4404,546,7341,6592,3180,1801
2424,1772,8377,8935,7654,1862,5149,7190,6027,2034
1115,5035,2325,9551,6001,8594,3266,9725,3679,8018
6434,3261,1588,7717,3026,2910,3329,7873,6228,6970
6664,7736,7631,4733,5286,324,7929,2449,4465,3928
682,9795,4681,2014,4620,4578,7442,3726,6169,3033
2901,2325,2359,4613,6512,7168,9278,5360,7981,4810
5913,2458,6676,5871,4944,5487,8679,9675,6963,8245
6068,7559,215,9046,7783,2356,6002,8075,149,6834
2469,3907,3345,3381,5763,2353,8983,6378,1371,2826
8280,5233,1522,1848,9559,3588,4262,5024,908,5268
4186,5402,266,5306,7985,5358,3262,8042,7541,9264
5421,3619,7381,4920,6486,7758,660,6629,5774,8517
5453,1639,3002,5038,6754,732,907,3489,1213,2836
4615,7094,7954,2346,5020,6992,3142,6194,4514,7913
8848,7655,6687,8770,6037,739,6134,1596,9067,9316
9260,3357,3707,5320,3258,2937,1661,879,266,8233
8257,763,1913,587,8422,45,1757,7140,2558,5118
3324,8526,9682,962,7711,3654,5207,1765,5673,8577
4994,3263,8170,8505,214,1773,7727,3643,6871,2746
3852,7995,3514,3397,939,2839,3280,2192,8680,9408
8060,3252,6029,8731,7471,6087,2265,5583,940,4721
8323,3866,3804,7386,8168,8153,919,3555,2398,8420
9937,467,3211,7027,17,8322,6743,4952,8242,4628
7657,3806,2325,3913,8717,5422,87,5509,6185,8067
1933,9222,2950,8714,9593,82,6355,8003,9519,9770
1057,8715,4898,5268,1319,7711,7307,523,9453,5276
4891,5112,5029,2367,7550,8574,728,5995,1763,7237
